,subject,metadata.category.set,metadata.category.len,metadata.category.valid,metadata.category.reasons,metadata.unit.value,metadata.unit.valid,metadata.unit.reasons,metadata.dims.shape,metadata.dims.value,metadata.dims.valid,metadata.dims.reasons,metadata.valid,metadata.reasons,valid_x,reasons_x,metadata.dims.product,metadata.dims_by_unit,valid_y,reasons_y,paths.source_mesh.exists,paths.source_mesh.fsize,paths.source_mesh.valid,paths.source_mesh.reasons,paths.source_mask.exists,paths.source_mask.fsize,paths.source_mask.valid,paths.source_mask.reasons,paths.valid,paths.reasons,paths.source_mask.exc
3326,wss.65721c2b06dede92b8e50e34d97cfe72,{'GameTable'},1.0,True,(),0.0210489795872059,True,(),"(3,)",[222.06886  83.68401 119.97919],True,(),True,(),True,(),2229646.7991311257,[10550.10097188  3975.68013467  5700.00030182],True,(),True,4861323.0,True,(),True,26627.0,True,(),True,(),
3327,wss.657ac0f51f14a6003321831d2245cf06,"{'_AttributesTrain', 'Toilet'}",2.0,True,(),0.0394244537732779,True,(),"(3,)",[ 75.137566 121.19432  110.99793 ],True,(),True,(),True,(),1010774.4802489175,[1905.86194122 3074.09002283 2815.45891893],True,(),True,693099.0,True,(),True,52430.0,True,(),True,(),
3328,wss.657c79b83ab8d3079a85260e38aed309,{'SoapBottle'},1.0,True,(),0.0281434723849664,True,(),"(3,)",[13.361938  17.322735   3.6586456],True,(),True,(),True,(),846.8495418638736,[474.77929579 615.5151988  129.99979356],True,(),True,5860345.0,True,(),True,45042.0,True,(),True,(),
3329,wss.657f4ceae6dfd569e4a0343342fcaf0,{'Pencil'},1.0,True,(),0.0160937890226403,True,(),"(3,)",[ 0.80468947 20.21559     0.80468947],True,(),True,(),True,(),13.090102808184774,[  50.00000117 1256.11128439   50.00000117],True,(),True,770538.0,True,(),True,18339.0,True,(),True,(),
3330,wss.65856b8ae189a3a13d5da2a72f595df5,{'Cabinet'},1.0,True,(),0.0223275976178857,True,(),"(3,)",[146.64075  89.83776  58.36818],True,(),True,(),True,(),768935.1951252678,[6567.69046584 4023.61962704 2614.17197671],True,(),True,59328.0,True,(),True,46518.0,True,(),True,(),
3331,wss.65917b9ac082b6a78af30108ea9ccb6c,"{'Painting', 'WallArt'}",2.0,True,(),0.0204644983241013,True,(),"(3,)",[ 84.12402   118.33597     3.2640839],True,(),True,(),True,(),32493.620678746884,[4110.72964837 5782.50041246  159.49982493],True,(),True,27204.0,True,(),True,52612.0,True,(),True,(),
3332,wss.659192a6ba300f1f4293529704725d98,"{'_StanfordSceneDBModels', 'Teacup', 'DrinkingUtensil'}",3.0,True,(),0.0016542632082742,True,(),"(3,)",[23.5531    13.1037655 23.553051 ],True,(),True,(),True,(),7269.2793893609305,[14237.81891672  7921.20953574 14237.78929628],True,(),True,5745559.0,True,(),True,51606.0,True,(),True,(),
3333,wss.659210019333350b4bdecf2af2307ad,{'Monitor'},1.0,True,(),0.0123982235377911,True,(),"(3,)",[79.15652  57.600662 13.328091],True,(),True,(),True,(),60769.00379738103,[6384.50498644 4645.88026054 1075.00005621],True,(),True,184253.0,True,(),True,50206.0,True,(),True,(),
3334,wss.659f3d80d4a92322ab0b172d4dea80cd,"{'_StanfordSceneDBModels', 'MediaDiscs'}",2.0,True,(),0.0427760298737538,True,(),"(3,)",[27.35664     0.07940943 27.35664   ],True,(),True,(),True,(),59.42888599355644,[639.53200147   1.85640019 639.53200147],True,(),True,106891.0,True,(),True,16515.0,True,(),True,(),
3335,wss.65a09c8fc201a29411053a770408f0d,"{'Cabinet', 'CurioCabinet'}",2.0,True,(),0.0279790237395497,True,(),"(3,)",[142.69301  223.83218   46.515137],True,(),True,(),True,(),1485660.333701247,[5099.99960429 7999.99964558 1662.50035859],True,(),True,6201432.0,True,(),True,41510.0,True,(),True,(),
3336,wss.65a34810e74a58ab35836c728d324152,{'Mirror'},1.0,True,(),0.0270817660139577,True,(),"(3,)",[ 91.39012  106.62125   57.274414],True,(),True,(),True,(),558089.2687961683,[3374.59971971 3937.01245129 2114.86998191],True,(),True,53111.0,True,(),True,49417.0,True,(),True,(),
3337,wss.65b21a2af8709510f91663a74ccd2338,"{'Chair', 'OfficeSideChair'}",2.0,True,(),0.0356752363230234,True,(),"(3,)",[ 82.63263 117.08963  73.95812],True,(),True,(),True,(),715576.1746142289,[2316.2461841  3282.09823026 2073.09404569],True,(),True,18396293.0,True,(),True,37991.0,True,(),True,(),
3338,wss.65c02d42310072893ad5c8c907218ae5,{'Guitar'},1.0,True,(),0.008108449443836,True,(),"(3,)",[ 29.932343    5.9376564 107.410446 ],True,(),True,(),True,(),19089.840307507042,[ 3691.50023162   732.28012842 13246.73067816],True,(),True,1856056.0,True,(),True,17574.0,True,(),True,(),
3339,wss.65c444aedbf6cadddc2cc88ffd9f209a,"{'Computer', 'Desktop'}",2.0,True,(),0.0250345732180338,True,(),"(3,)",[46.028183 45.83082  46.398045],True,(),True,(),True,(),97877.11067718445,[1838.58468843 1830.70107091 1853.35873697],True,(),True,10169477.0,True,(),True,189194.0,True,(),True,(),
3340,wss.65d6456fa77b526da2c7c5886f4bbc93,"{'CellPhone', '_AttributesTrain'}",2.0,True,(),0.0047589175014202,True,(),"(3,)",[11.777847  23.775307   2.0225399],True,(),True,(),True,(),566.3555227080348,[2474.90043618 4995.94855194  424.99999199],True,(),True,800985.0,True,(),True,39717.0,True,(),True,(),
3341,wss.65d75bb347a0eb34e1fb5da49c9e25d6,{'WallArt'},1.0,True,(),0.0248713047161826,True,(),"(3,)",[116.10788    78.33474     2.1321907],True,(),True,(),True,(),19392.872691622408,[4668.34696953 3149.60316292   85.72894443],True,(),True,68214.0,True,(),True,32460.0,True,(),True,(),
3342,wss.65d7ed8984d78a797c9af13aaa662e8e,"{'Airplane', '_AttributesTrain'}",2.0,True,(),0.00017975018420198093,True,(),"(3,)",[20.9251    6.380273 23.036964],True,(),True,(),True,(),3075.6155468907154,[116412.11992577  35495.22370909 128161.00357435],True,(),True,15674205.0,True,(),True,18116.0,True,(),True,(),
3343,wss.65dcdb468234c4f64e2e1b2af0cc59a7,"{'ChestOfDrawers', 'Dresser'}",2.0,True,(),0.0335911925767549,True,(),"(3,)",[161.23772  95.73489  80.88759],True,(),True,(),True,(),1248586.937197744,[4799.99986995 2849.99973672 2407.99994865],True,(),True,3971723.0,True,(),True,43596.0,True,(),True,(),
3344,wss.65e090450ca44450854cb8d56920e159,{'ChestOfDrawers'},1.0,True,(),0.0539990902279074,True,(),"(3,)",[ 77.78027  127.475105  79.53528 ],True,(),True,(),True,(),788596.125668124,[1440.39963769 2360.68986463 1472.90037044],True,(),True,2134847.0,True,(),True,46573.0,True,(),True,(),
3345,wss.65e116e5be55d7494a00638a85776e89,{'ArcadeMachine'},1.0,True,(),0.0217227081448294,True,(),"(3,)",[ 57.457214 153.35422   77.567444],True,(),True,(),True,(),683470.5030543925,[2645.02996666 7059.62714122 3570.79989672],True,(),True,404421.0,True,(),True,38950.0,True,(),True,(),
3346,wss.65e604256f2535e58d40b9a7361804ed,{'PaperBox'},1.0,True,(),0.0039081759749595,True,(),"(3,)",[76.928024 43.112263 88.32495 ],True,(),True,(),True,(),292933.33590656775,[19683.86902046 11031.30034989 22600.04425745],True,(),True,9032.0,True,(),True,32462.0,True,(),True,(),
3347,wss.65e7b3316245780bb5512a11bb8b2bf4,{'Bench'},1.0,True,(),0.0206754834609685,True,(),"(3,)",[122.749725  66.8397    46.313496],True,(),True,(),True,(),379981.6156375207,[5936.96999791 3232.79985816 2240.01997764],True,(),True,452716.0,True,(),True,30182.0,True,(),True,(),
3348,wss.65e9a2abb2a6fbb2b8183a4a81361b94,"{'_StanfordSceneDBModels', 'WallArt', '_GeoAutotagEvalSet'}",3.0,True,(),0.0338786642028873,True,(),"(3,)",[45.52435  86.27542   8.350177],True,(),True,(),True,(),32796.425868520666,[1343.74690004 2546.60040559  246.47302946],True,(),True,735859.0,True,(),True,41129.0,True,(),True,(),
3349,wss.65f9103ab7a64e83cb7105765410e2d6,{'Desk'},1.0,True,(),0.0216086368598473,True,(),"(3,)",[108.04318  92.91714  80.49217],True,(),True,(),True,(),808065.9883439698,[4999.99980104 4300.00006954 3724.99989343],True,(),True,2330281.0,True,(),True,67898.0,True,(),True,(),
3350,wss.65fa6b739bf4ad8aa85cfef42aa9df43,"{'Xbox360', 'VideoGameConsole'}",2.0,True,(),0.0004026988189986995,True,(),"(3,)",[ 8.345329 33.83097  29.012518],True,(),True,(),True,(),8191.12089027311,[20723.50006079 84010.60148157 72045.20259617],True,(),True,1293005.0,True,(),True,39223.0,True,(),True,(),
3351,wss.65ffbf90f3316cabb641dcdb5b12acd5,"{'_StanfordSceneDBModels', 'PictureFrame', '_SceneGalleryModels'}",3.0,True,(),0.0453752408941145,True,(),"(3,)",[27.225145 20.726822 16.15921 ],True,(),True,(),True,(),9118.492477241183,[600.00001022 456.7870405  356.12394957],True,(),True,120332.0,True,(),True,75194.0,True,(),True,(),
3352,wss.660df170c4337cda35836c728d324152,{'Couch'},1.0,True,(),0.0316107346286621,True,(),"(3,)",[197.03004  87.95491 118.85129],True,(),True,(),True,(),2059664.2642984192,[6233.01047301 2782.43802408 3759.83954173],True,(),True,2474778.0,True,(),True,39303.0,True,(),True,(),
3353,wss.661f1f07ee3cf13a77d7528e1646c585,{'Vase'},1.0,True,(),0.0213647283400523,True,(),"(3,)",[23.55246  73.17847  23.554565],True,(),True,(),True,(),40597.06978456562,[1102.39922667 3425.20011653 1102.49775354],True,(),True,953785.0,True,(),True,26242.0,True,(),True,(),
3354,wss.6625567b0c22800524dc97938ca5e893,"{'Chair', 'OfficeChair'}",2.0,True,(),0.0021501122583411,True,(),"(3,)",[79.137505 92.315544 54.037586],True,(),True,(),True,(),394778.16764530673,[36806.2200906  42935.2205411  25132.44868512],True,(),True,6695014.0,True,(),True,32837.0,True,(),True,(),
3355,wss.6633b658534938ded02b906026bee536,"{'_StanfordSceneDBModels', 'FileCabinet'}",2.0,True,(),0.0250972990863109,True,(),"(3,)",[45.175137 75.29189  71.12176 ],True,(),True,(),True,(),241907.96754669718,[1799.999946   2999.99971077 2833.84119364],True,(),True,1930075.0,True,(),True,77301.0,True,(),True,(),
3356,wss.6639c01d743afc72c91b64488bbe5573,{'Pencil'},1.0,True,(),0.0003772261955515701,True,(),"(3,)",[ 1.8712797 20.091295   1.6205752],True,(),True,(),True,(),60.927846085905244,[ 4960.63031165 53260.60394778  4296.03039002],True,(),True,8341.0,True,(),True,21009.0,True,(),True,(),
3357,wss.663cf5c8c88a187b6fa3ef67a69ab460,"{'ChestOfDrawers', 'Armoire'}",2.0,True,(),0.0124281942783529,True,(),"(3,)",[179.44983  101.911194  58.271088],True,(),True,(),True,(),1065658.5362511193,[14438.93022437  8200.00007382  4688.62062299],True,(),True,978564.0,True,(),True,61878.0,True,(),True,(),
3358,wss.663e8f056e9ea81772e0da953d900dd,"{'WallClock', 'Clock'}",2.0,True,(),0.0019996136967168,True,(),"(3,)",[64.869064 66.450165  7.164013],True,(),True,(),True,(),30880.907921665064,[32440.79799339 33231.50121901  3582.6985041 ],True,(),True,1052534.0,True,(),True,34405.0,True,(),True,(),
3359,wss.6642f712146b65d959aed18156aac466,{'Bottle'},1.0,True,(),0.002699186415878,True,(),"(3,)",[11.814366 34.035664 11.814366],True,(),True,(),True,(),4750.672249543876,[ 4377.01002439 12609.60110046  4377.01002439],True,(),True,68550.0,True,(),True,31703.0,True,(),True,(),
3360,wss.6649ded753168ba1e7e684d25d4dcaf0,"{'TableLamp', 'Lamp'}",2.0,True,(),0.0251823363391413,True,(),"(3,)",[36.486458 62.955963 36.48633 ],True,(),True,(),True,(),83810.56310632553,[1448.89090149 2500.00485071 1448.88581856],True,(),True,65665.0,True,(),True,30764.0,True,(),True,(),
3361,wss.664eb477f8098678f1783a44a88d6274,"{'Chair', '_Attributes', 'SideChair'}",3.0,True,(),0.027643572933977,True,(),"(3,)",[53.62704 99.22052 64.28965],True,(),True,(),True,(),342078.9783656226,[1939.94604562 3589.27987482 2325.66355129],True,(),True,634519.0,True,(),True,33183.0,True,(),True,(),
3362,wss.6658857ea89df65ea35a7666f0cfa5bb,"{'_StanfordSceneDBModels', 'ToiletPaper'}",2.0,True,(),0.0510162702734827,True,(),"(3,)",[29.334354 26.664927 39.41007 ],True,(),True,(),True,(),30826.494013253603,[574.99997242 522.67495952 772.50002379],True,(),True,168246.0,True,(),True,37934.0,True,(),True,(),
3363,wss.665bfb42a0362f71d577f4b88a77dd38,{'Chair'},1.0,True,(),0.0366419328798789,True,(),"(3,)",[82.352776 97.05891  99.14427 ],True,(),True,(),True,(),792467.1570355248,[2247.50086929 2648.84798294 2705.75982782],True,(),True,2546698.0,True,(),True,37680.0,True,(),True,(),
3364,wss.666400dc0848d72bbbbcb4c3fd67f3e4,{'Chair'},1.0,True,(),0.1377384123252479,True,(),"(3,)",[ 76.56378 107.94542  69.52898],True,(),True,(),True,(),574636.8138057782,[555.86367454 783.69873863 504.79004968],True,(),True,2931151.0,True,(),True,34962.0,True,(),True,(),
3365,wss.66683c677e7b40593c2e50348f23d3d,{'Chair'},1.0,True,(),0.0304065066198177,True,(),"(3,)",[ 77.72016 118.58537  76.96635],True,(),True,(),True,(),709358.358266812,[2556.03713283 3899.99980868 2531.24605738],True,(),True,817775.0,True,(),True,32178.0,True,(),True,(),
3366,wss.666d9cceca3ccf23f4716a118b19c938,{'Bench'},1.0,True,(),0.0184059291085596,True,(),"(3,)",[121.47913   64.36811   52.721397],True,(),True,(),True,(),412248.74285079306,[6599.99988501 3497.13994987 2864.37031725],True,(),True,223353.0,True,(),True,34595.0,True,(),True,(),
3367,wss.666e9c3ff214f7a661c1d97b345c8391,{'Dog'},1.0,True,(),0.173517940202728,True,(),"(3,)",[39.269535 91.14359  92.459206],True,(),True,(),True,(),330926.8832575643,[226.31397626 525.26897157 532.85098873],True,(),True,19894630.0,True,(),True,31172.0,True,(),True,(),
3368,wss.667164a0c8b615b7e6b08d1820a0de4,"{'Chair', 'OfficeChair'}",2.0,True,(),0.0250801767703848,True,(),"(3,)",[64.10566 97.81269 63.48415],True,(),True,(),True,(),398067.652599689,[2556.02903388 3900.00002374 2531.24810807],True,(),True,819480.0,True,(),True,32510.0,True,(),True,(),
3369,wss.6675068ac1eeb8197db8a665a329f99,"{'SodaCan', '_Attributes', '_StanfordSceneDBModels', '_SceneGalleryModels', '_PilotStudyModels'}",5.0,True,(),0.0495511555066077,True,(),"(3,)",[ 9.88161  18.257837  9.88161 ],True,(),True,(),True,(),1782.8086989021224,[199.42239286 368.46440438 199.42239286],True,(),True,741049.0,True,(),True,43871.0,True,(),True,(),
3370,wss.667931026fefbfde52c3271e911ffe19,{'Gun'},1.0,True,(),0.0533618009749078,True,(),"(3,)",[56.669018 31.225994 41.83133 ],True,(),True,(),True,(),74022.48008026766,[1061.97723774  585.17503963  783.9190064 ],True,(),True,6430542.0,True,(),True,31154.0,True,(),True,(),
3371,wss.6679ba12b3966188de86c9f6866913f8,{'Calculator'},1.0,True,(),0.0347004411645857,True,(),"(3,)",[16.257294   4.2350855 32.6512   ],True,(),True,(),True,(),2248.068753630105,[468.50395714 122.04702182 940.94480947],True,(),True,853356.0,True,(),True,23119.0,True,(),True,(),
3372,wss.667ad0330fb27135dac42bdc1d2df4a3,"{'_StanfordSceneDBModels', 'Lamp', 'FloorLamp'}",3.0,True,(),0.0208398303872112,True,(),"(3,)",[ 46.296932 139.04279   46.55182 ],True,(),True,(),True,(),299665.91714103956,[2221.55992346 6671.97320787 2233.79073318],True,(),True,1316376.0,True,(),True,23185.0,True,(),True,(),
3373,wss.667bec36787219ba959d688c13bc4d6e,"{'Bookcase', '3Shelves'}",2.0,True,(),0.0258114043947585,True,(),"(3,)",[ 90.33992  146.47972   67.561874],True,(),True,(),True,(),894043.9941333308,[3500.00017893 5675.00000231 2617.52026223],True,(),True,21753945.0,True,(),True,65709.0,True,(),True,(),
3374,wss.667f4b67f95790b975ffe5b08493cffc,"{'Clock', 'TableClock'}",2.0,True,(),0.0192446633426278,True,(),"(3,)",[39.535675 16.647785 18.128819],True,(),True,(),True,(),11932.051782123885,[2054.37082978  865.05981963  942.01798583],True,(),True,3813820.0,True,(),True,28659.0,True,(),True,(),
3375,wss.667feb014ec060c4855931d119219022,"{'Table', 'RoundTable', 'AccentTable'}",3.0,True,(),0.0489405935829808,True,(),"(3,)",[ 88.09306  107.669304  88.09306 ],True,(),True,(),True,(),835555.4907655095,[1799.99982735 2199.99996153 1799.99982735],True,(),True,196099.0,True,(),True,50348.0,True,(),True,(),
3376,wss.6683cadf1d45d69a3a3cbcf1ae739c36,{'Hammer'},1.0,True,(),0.0049996353523689,True,(),"(3,)",[18.833826  36.910507   4.1709557],True,(),True,(),True,(),2899.506867138459,[3767.03992844 7382.63981242  834.2519816 ],True,(),True,238036.0,True,(),True,22742.0,True,(),True,(),
3377,wss.669043a8ce40d9d78781f76a6db4ab62,"{'_StanfordSceneDBModels', 'ToyFigure', '_SceneGalleryModels', 'Car'}",4.0,True,(),0.0037456018638521,True,(),"(3,)",[ 9.891422  9.147567 26.780495],True,(),True,(),True,(),2423.1646785044454,[2640.80977091 2442.21551903 7149.8509381 ],True,(),True,4026008.0,True,(),True,27986.0,True,(),True,(),
3378,wss.6690bde1159376df33f2ccb4064f11c5,{'Pizza'},1.0,True,(),0.0021126907722394,True,(),"(3,)",[53.125572   5.3732276 44.094177 ],True,(),True,(),True,(),12586.938118302221,[25145.92892536  2543.31001517 20871.09840181],True,(),True,412407.0,True,(),True,22535.0,True,(),True,(),
3379,wss.66922901b74190cf7c70545e85230d83,"{'WallClock', 'Clock'}",2.0,True,(),0.0450705700792947,True,(),"(3,)",[65.78589   65.91559    2.2535286],True,(),True,(),True,(),9772.011568072598,[1459.61965611 1462.49736544   50.00000213],True,(),True,664177.0,True,(),True,27108.0,True,(),True,(),
3380,wss.66993624d8b4d2ebbb94613ebae491f,{'Ipod'},1.0,True,(),0.0008234801671805879,True,(),"(3,)",[13.36871    24.982826    0.70819294],True,(),True,(),True,(),236.5280539630928,[16234.40434002 30338.10284167   859.99999542],True,(),True,280711.0,True,(),True,16979.0,True,(),True,(),
3381,wss.66a47e61a76c12d878fb37c7a4fa99b8,{'Pencil'},1.0,True,(),0.0424937708228503,True,(),"(3,)",[ 1.0623443 20.184542   1.0623443],True,(),True,(),True,(),22.77977779848358,[ 25.00000069 475.00002022  25.00000069],True,(),True,35844.0,True,(),True,18939.0,True,(),True,(),
3382,wss.66a7a9a417660413e2364c65f912dcd4,"{'Lamp', 'LampPost'}",2.0,True,(),0.0064192656327724,True,(),"(3,)",[ 11.554678  117.62149    10.7020855],True,(),True,(),True,(),14544.973696375875,[ 1799.99997835 18323.20030495  1667.18221557],True,(),True,4042391.0,True,(),True,17893.0,True,(),True,(),
3383,wss.66a82a157f4a1c9a22e05b27cb30bde,"{'ChestOfDrawers', 'Armoire', 'Wardrobe'}",3.0,True,(),0.0180704494503076,True,(),"(3,)",[128.05823 167.18726  38.86231],True,(),True,(),True,(),832030.5769462739,[7086.61012291 9251.97021025 2150.60007815],True,(),True,390518.0,True,(),True,72920.0,True,(),True,(),
3384,wss.66ac484b46abdc4c694afea2e3c77a94,"{'Chair', 'ChairWithOttoman'}",2.0,True,(),0.0175855088128801,True,(),"(3,)",[ 69.23785  63.61751 118.55674],True,(),True,(),True,(),522211.5692740309,[3937.21050308 3617.60985576 6741.72929891],True,(),True,15487770.0,True,(),True,30185.0,True,(),True,(),
3385,wss.66ac53f9bbe5a79fd810b14a81e12eca,"{'Table', 'CoffeeTable', '_StanfordSceneDBModels'}",3.0,True,(),0.0231989945102236,True,(),"(3,)",[139.19397   31.318644  69.596985],True,(),True,(),True,(),303398.7574893409,[6000.00012667 1350.00006083 3000.00006334],True,(),True,214752.0,True,(),True,20742.0,True,(),True,(),
3386,wss.66b29a0b56c2b69d25af37f812eb1801,{'Chair'},1.0,True,(),0.0031108244026548,True,(),"(3,)",[100.625534  96.55075   81.12106 ],True,(),True,(),True,(),788129.287817136,[32346.90261338 31037.02990037 26077.02959086],True,(),True,7358459.0,True,(),True,45876.0,True,(),True,(),
3387,wss.66b327d254ac1d7eeaa00445ba4a9ddd,{'Piano'},1.0,True,(),0.0328821048314458,True,(),"(3,)",[185.78387 136.87169  52.34173],True,(),True,(),True,(),1330974.416769666,[5649.99932189 4162.4978298  1591.79986404],True,(),True,1431207.0,True,(),True,24872.0,True,(),True,(),
3388,wss.66cb0080b34fc259e8058cf23f6382c1,{'TV'},1.0,True,(),0.0082027212344546,True,(),"(3,)",[85.22392 62.52155 31.4777 ],True,(),True,(),True,(),167723.6228333609,[10389.71306766  7622.04983114  3837.47040772],True,(),True,311135.0,True,(),True,50645.0,True,(),True,(),
3389,wss.66cdea8432907e9fb99d331574136d26,"{'Bed', 'QueenBed', '_AttributesTrain'}",3.0,True,(),0.0136443629093923,True,(),"(3,)",[190.59222 108.99185 235.73802],True,(),True,(),True,(),4896985.572016832,[13968.56865107  7988.04976999 17277.31969352],True,(),True,11998697.0,True,(),True,37482.0,True,(),True,(),
3390,wss.66cf69a98ff895e2b55fde51a411949f,"{'Lamp', 'FloorLamp'}",2.0,True,(),0.0264750600726783,True,(),"(3,)",[ 34.440617 169.10416   34.440353],True,(),True,(),True,(),200582.39325825937,[1300.87021164 6387.3003323  1300.86023999],True,(),True,46431.0,True,(),True,18146.0,True,(),True,(),
3391,wss.66d438bfe4c0d94b8857f7f29fcde7bd,"{'Computer', '_AttributesTrain', 'Desktop'}",3.0,True,(),0.0298133858413097,True,(),"(3,)",[24.414124 51.071823 56.28384 ],True,(),True,(),True,(),70178.84656413415,[ 818.89806579 1713.05007998 1887.87145142],True,(),True,9703273.0,True,(),True,46598.0,True,(),True,(),
3392,wss.66d9f9f961a12754d1fdf116b1be3b27,"{'_StanfordSceneDBModels', 'Speaker', '_AttributesTrain'}",3.0,True,(),0.0031166103064797,True,(),"(3,)",[40.204273 92.09583  50.0216  ],True,(),True,(),True,(),185212.2717253355,[12900.00001489 29549.998538   16050.00146987],True,(),True,612487.0,True,(),True,38019.0,True,(),True,(),
3393,wss.66dfcafd1ca29817de1afe4c8aa3dcce,"{'_RandomSetStudyModels', 'Bear', '_Attributes'}",3.0,True,(),0.0027007829681732,True,(),"(3,)",[34.50694  39.895077 24.13101 ],True,(),True,(),True,(),33220.12451730721,[12776.64307226 14771.67083403  8934.8201186 ],True,(),True,2009491.0,True,(),True,44438.0,True,(),True,(),
3394,wss.66e3ee58dd50dfed29131a7a5d37d635,"{'Clock', 'TableClock'}",2.0,True,(),0.0047687492195732,True,(),"(3,)",[39.72964  21.638199 11.027733],True,(),True,(),True,(),9480.297867696783,[8331.24959411 4537.49987758 2312.50009012],True,(),True,125292.0,True,(),True,41364.0,True,(),True,(),
3395,wss.66ea5e3f00c685207a39665f572b1900,{'FlagPole'},1.0,True,(),0.0119535561895511,True,(),"(3,)",[190.93735  587.2818    21.236868],True,(),True,(),True,(),2381375.606058861,[15973.26745048 49130.29986117  1776.61506444],True,(),True,101349.0,True,(),True,19568.0,True,(),True,(),
3396,wss.66f193b8f45cd9525582003645829560,{'Couch'},1.0,True,(),0.0261648892765096,True,(),"(3,)",[215.7923   59.20408 103.10284],True,(),True,(),True,(),1317219.6747236534,[8247.39970116 2262.73000334 3940.50358518],True,(),True,2141649.0,True,(),True,31820.0,True,(),True,(),
3397,wss.66f8756bf4ab28d1782557e7a01bec2e,"{'_StanfordSceneDBModels', 'Pencil'}",2.0,True,(),0.0002544209471473526,True,(),"(3,)",[ 1.8330978 25.361317   1.7913458],True,(),True,(),True,(),83.27926211045121,[ 7204.97985938 99682.50367888  7040.87387491],True,(),True,25041.0,True,(),True,19791.0,True,(),True,(),
3398,wss.66fbe6533abfe75195b26656722dea64,"{'Lamp', 'FloorLamp'}",2.0,True,(),0.0069822453148508,True,(),"(3,)",[ 67.72798 147.67448  67.72777],True,(),True,(),True,(),677392.4462809523,[ 9700.02870795 21149.99879565  9699.99863166],True,(),True,1340341.0,True,(),True,25241.0,True,(),True,(),
3399,wss.6700b56cbab318a522297cd9a670082,"{'_StanfordSceneDBModels', 'Cabinet'}",2.0,True,(),0.0237495508255604,True,(),"(3,)",[170.97469 223.53862  91.68265],True,(),True,(),True,(),3504060.114422731,[7199.07046899 9412.33043277 3860.3951154 ],True,(),True,2028497.0,True,(),True,73163.0,True,(),True,(),
3400,wss.670b3162fe029fabd9dca9cd630ba2ba,"{'_StanfordSceneDBModels', 'ToyFigure'}",2.0,True,(),0.0003289452478512047,True,(),"(3,)",[15.963055 24.363266 15.962925],True,(),True,(),True,(),6208.1755640503525,[48528.00003732 74064.80610117 48527.60483477],True,(),True,2027131.0,True,(),True,31483.0,True,(),True,(),
3401,wss.670b45cb308014ea413908c0e169330,{'Chair'},1.0,True,(),5.276853197705978e-05,True,(),"(3,)",[ 75.52064 116.3396   82.39453],True,(),True,(),True,(),723921.7228214056,[1431168.10664415 2204715.49313854 1561433.05324127],True,(),True,4766400.0,True,(),True,41577.0,True,(),True,(),
3402,wss.670be347dc6411cd3504403c94a7689,{'TissueBox'},1.0,True,(),0.0015402455674395,True,(),"(3,)",[39.796093 10.175247 25.664417],True,(),True,(),True,(),10392.422646080151,[25837.49879973  6606.24981828 16662.54884451],True,(),True,5717.0,True,(),True,29305.0,True,(),True,(),
3403,wss.6712613a93a9cf0d398968fd209b2972,{'Pencil'},1.0,True,(),0.0254222534051288,True,(),"(3,)",[20.210184   0.8342355  0.8342363],True,(),True,(),True,(),14.065268194425999,[794.98003886  32.81516735  32.81519882],True,(),True,1528090.0,True,(),True,18437.0,True,(),True,(),
3404,wss.6713fd67e66aa1c4c3bef1f91a7d19a5,{'TV'},1.0,True,(),0.0264219450693616,True,(),"(3,)",[83.21832  68.65558  22.886658],True,(),True,(),True,(),130760.67819073236,[3149.59098513 2598.43019958  866.19883358],True,(),True,167156.0,True,(),True,56924.0,True,(),True,(),
3405,wss.67175832b1aad314794df10f32840e3d,"{'Painting', 'WallArt', 'Picture'}",3.0,True,(),0.0257619284577089,True,(),"(3,)",[ 66.70282   128.93689     4.1090393],True,(),True,(),True,(),35339.604161956144,[2589.20135228 5004.93937058  159.50045459],True,(),True,6892.0,True,(),True,41912.0,True,(),True,(),
3406,wss.67192701cf183eaaf2a2172bfa1bbe55,{'MediaPlayer'},1.0,True,(),0.0141318465623542,True,(),"(3,)",[60.533752 34.7732   19.850021],True,(),True,(),True,(),41783.34666516861,[4283.49909779 2460.62677277 1404.63037951],True,(),True,4530656.0,True,(),True,37533.0,True,(),True,(),
3407,wss.671f6653ad0cbe9535836c728d324152,{'Stool'},1.0,True,(),0.0311377881933548,True,(),"(3,)",[79.68317  57.286057 79.68341 ],True,(),True,(),True,(),363733.62015196506,[2559.05042147 1839.75999336 2559.05812915],True,(),True,232087.0,True,(),True,20451.0,True,(),True,(),
3408,wss.6732e4e03fe3bec473c7a06971d1b32f,"{'Ship', '_Attributes'}",2.0,True,(),0.0006316879774989501,True,(),"(3,)",[42.63332  46.080658 58.81047 ],True,(),True,(),True,(),115537.36963644339,[67491.10560691 72948.44866677 93100.50546292],True,(),True,9534604.0,True,(),True,27667.0,True,(),True,(),
3409,wss.6734a3c4acecddd6a93d9d7058352745,"{'_StanfordSceneDBModels', 'Mirror'}",2.0,True,(),0.0202247322149237,True,(),"(3,)",[173.01794 112.0677    3.18499],True,(),True,(),True,(),61756.07256637759,[8554.77037527 5541.12157378  157.479959  ],True,(),True,4660866.0,True,(),True,38166.0,True,(),True,(),
